Country,risk_score_5y,risk_score_10y,slope_OFR_change_5y,slope_Inflation_pct_5y,sum_OFR_change_5y,sum_Inflation_pct_5y,slope_OFR_change_10y,slope_Inflation_pct_10y,sum_OFR_change_10y,sum_Inflation_pct_10y
Austria,0.713946,0.56779,-0.1066214142758682,-0.05331070713793414,68.48116830096255,34.240584150481325,-2.226090169831962,-1.1130450849159814,63.811142266173434,31.90557113308678
Azerbaijan,0.603043,0.811457,-1.0613054258010013,-0.5306527129004979,51.673786342054385,25.83689317102717,-0.7226427461610762,-0.3613213730805367,85.58007209954386,42.79003604977192
BES,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLM,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahamas,0.432541,0.499602,-0.0011858843920422506,-0.0005929421960237503,0.0060344951360727,0.0030172475680490998,-0.00033019182950954924,-0.00016509591475649077,0.0054823016284944,0.0027411508142373853
Bahrain,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh,0.483344,0.601987,-0.06635325929764155,-0.03317662964881996,12.839395911741473,6.419697955870776,-0.05894844271469218,-0.02947422135734788,24.20715757045041,12.103578785225213
Barbados,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belarus,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belgium,0.432799,0.499929,-0.008629541900356709,-0.004314770950184727,0.14401012775022287,0.0720050638750792,-0.004712279897318361,-0.002356139948659817,0.1742837268419598,0.08714186342094112
Belize,0.412902,0.540043,0.04411573336185941,0.02205786668092928,-5.160490561435791,-2.58024528071792,0.35297205331292647,0.17648602665646348,1.3552150590379313,0.6776075295189319
Benin,0.432576,0.499612,0.00040725499502565314,0.00020362749751113242,-0.001827132297447735,-0.000913566148718538,0.00010481814725270996,5.2409073626032326e-05,-0.0018008804803985618,-0.0009004402402068424
Bermuda,0.432567,0.49961,4.236297056891914e-05,2.1181485286086333e-05,-0.00020101710656247757,-0.00010050855327125611,1.122484338918351e-05,5.612421694817406e-06,-0.00020136444470873484,-0.00010068222233108121
Bhutan,0.438818,0.491213,-0.08223292963402176,-0.04111646481700658,2.3375416626800316,1.1687708313400296,-0.12144127993192072,-0.06072063996596065,0.7684113199076665,0.38420565995383793
Bolivia (Plurinat.State),0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bosnia and Herzegovina,0.437026,0.506297,-0.2871008135868263,-0.14355040679341274,4.001542095715377,2.000771047857697,-0.14278713501420692,-0.07139356750710421,4.611047181800886,2.3055235909004277
Botswana,0.432467,0.499613,-0.009020008101137051,-0.004510004050573479,0.06832619899299511,0.0341630994965028,-0.0031494416892782146,-0.0015747208446393029,0.06933175624905584,0.03466587812454912
Brazil,0.449519,0.533015,-0.029296375951998695,-0.014648187975999104,4.359639660524159,2.179819830262085,-0.026503518524671525,-0.013251759262336465,8.05727954358181,4.028639771790884
British Indian Ocean Ter,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
British Virgin Islands,0.432529,0.499663,1.7990378729599892e-06,8.995189349001822e-07,-0.008959550210978698,-0.0044797751054735,0.0005426708502227661,0.00027133542511033993,-1.0972250023598765e-05,-5.486124998500125e-06
Brunei Darussalam,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burkina Faso,0.432535,0.499637,-0.006472781736075687,-0.00323639086804363,0.05867000895453121,0.0293350044772565,-0.0025189119790463414,-0.0012594559895238856,0.06111188081815034,0.030555940409059727
Burundi,0.433133,0.499854,0.030673977411941385,0.015336988705970033,-0.1776968905140606,-0.08884844525703259,0.009365776112487385,0.004682888056243293,-0.14964983307589427,-0.0748249165379671
CUW,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambodia,0.432566,0.49961,-1.4082787811435442e-08,-7.041393688867724e-09,6.609139565679002e-08,3.304575472009922e-08,-3.7097966512694153e-09,-1.8548999306956994e-09,6.608622061695743e-08,3.3043168290826765e-08
Cameroon,0.48142,0.598347,-0.06073498273044402,-0.03036749136522237,12.321331763726645,6.16066588186331,-0.054213074872721236,-0.027106537436359598,23.28909362128835,11.644546810644169
Canada,0.432566,0.49961,2.113592948483828e-07,1.0567964621701371e-07,-1.242256999059478e-06,-6.211284847402179e-07,6.32553921660272e-08,3.162769579780387e-08,-1.2430904357388467e-06,-6.215451894804531e-07
Cape Verde,0.432567,0.49961,3.6502107154164086e-05,1.8251053577633285e-05,-0.00022350990278189703,-0.00011175495137254429,1.1194002968449249e-05,5.59700148397624e-06,-0.00022384511369743192,-0.00011192255682251036
Cayman Islands,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Central African Republic,0.432549,0.499586,0.0005144748109024201,0.00025723740545033986,-0.009376615019718499,-0.0046883075098899,0.00029284031048185685,0.00014642015524133563,-0.0116453486081892,-0.005822674304145201
Chad,0.432565,0.499609,-6.147546459393912e-05,-3.073773229523156e-05,0.0002749705068823555,0.00013748525347496925,-1.5792330673652672e-05,-7.896165337803734e-06,0.0002723740669254646,0.00013618703348739427
Chile,0.432564,0.499508,0.012956884765539387,0.006478442382771168,-0.1328645500765716,-0.0664322750382903,0.005438547474032106,0.0027192737370161342,-0.1414257967730984,-0.0707128983865529
China,0.472368,0.580837,-0.039621775728837454,-0.019810887864418415,9.93760726885738,4.9688036344286735,-0.03609827435691531,-0.018049137178456607,18.973537641427892,9.486768820713944
"China, Hong Kong SAR",0.432566,0.49961,-1.4212154798287126e-05,-7.106077395728952e-06,6.445410657830348e-05,3.222705327798761e-05,-3.675805575332759e-06,-1.8379027872620746e-06,6.448502970995932e-05,3.2242514845845624e-05
"China, Macao SAR",0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia,0.434819,0.496173,-0.03993616879217188,-0.019968084396086116,0.9476139270538316,0.47380696352689783,-0.04954840374333217,-0.02477420187166431,0.311148026801943,0.1555740134009858
Comoros,0.4331,0.49973,0.022364329471743178,0.011182164735871435,-0.10073304195318092,-0.050366520976595504,0.005769739149761137,0.0028848695748804657,-0.0988534952081039,-0.04942674760405058
"Congo, Dem. Rep. of the",0.432566,0.49961,-1.3474148358416275e-06,-6.737074160291446e-07,6.028333074835582e-06,3.0141665255850036e-06,-3.4619570952888103e-07,-1.7309785356430508e-07,5.96730142388795e-06,2.9836507250275872e-06
"Congo, Republic of",0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cook Islands,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuba,0.432566,0.49961,-7.935405437676724e-06,-3.967702719559677e-06,5.0771931560407805e-05,2.5385965785270982e-05,-2.4987291878992894e-06,-1.2493645952536375e-06,5.0919976404867215e-05,2.5459988176007938e-05
Cyprus,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Czech Republic,0.432568,0.49961,9.809407589088609e-05,4.904703794693807e-05,-0.0006133599653942882,-0.0003066799827065949,3.046278629296696e-05,1.5231393146752057e-05,-0.0006146487328613116,-0.00030732436644174423
Czechoslovakia,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Côte d'Ivoire,0.432566,0.49961,7.093361641187564e-06,3.5466808211621383e-06,-3.185117278887581e-05,-1.5925586410503297e-05,1.8253668788923181e-06,9.126834407897979e-07,-3.1736803069088465e-05,-1.586840154487809e-05
Denmark,0.432512,0.499597,-0.002135222092165402,-0.0010676110460831002,0.008905206244552903,0.004452603122286099,-0.0005294047211271397,-0.0002647023605648361,0.008589068813921142,0.00429453440694444
Djibouti,0.433134,0.500573,0.06337280769898664,0.03168640384949099,-0.5115744510208577,-0.25578722551042615,0.0257350800372764,0.012867540018637111,-0.34561447026103553,-0.17280723513054053
Dominica,0.432703,0.499637,-0.002681805512149828,-0.001340902756073849,0.0601310662616089,0.0300655331308092,-0.002229321891738611,-0.0011146609458705977,0.054647473211656805,0.02732373660579752
Dominican Republic,0.413457,0.463113,0.043481791543205514,0.0217408957716059,-5.020875281119481,-2.5104376405597613,0.03995985007104219,0.019979925035522133,-9.042918489463887,-4.521459244731966
Ecuador,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt,0.483296,0.601846,-0.06682450870422861,-0.03341225435211435,12.832915609776624,6.416457804888303,-0.05934371548664697,-0.029671857743322243,24.184343319512557,12.0921716597563
El Salvador,0.477314,0.589835,-0.05757909706877057,-0.02878954853438658,11.30551597682767,5.652757988413851,-0.05152468415814431,-0.025762342079071986,21.324508509261143,10.662254254630607
Equatorial Guinea,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eritrea,0.421762,0.497968,-0.4331909243368907,-0.21659546216844483,1.8384195508641923,0.9192097754320832,-0.10440640962039514,-0.05220320481019745,1.909312252859046,0.9546561264295189
Estonia,0.431923,0.49873,0.017635293393320265,0.008817646696660296,-0.33432139056202087,-0.167160695280999,0.010222303484767119,0.005111151742383246,-0.41995195876368807,-0.2099759793818273
Ethiopia,0.479228,0.590851,-0.09605137567340859,-0.04802568783670348,12.157189472645863,6.078594736322927,-0.0831129938768996,-0.04155649693844977,22.240892515222743,11.120446257611372
Falkland Is.(Malvinas),0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Faroe Islands,0.432566,0.49961,-4.9571791818679143e-05,-2.478589590691566e-05,0.0004059200444159674,0.00020296002221871335,-1.8158617210361628e-05,-9.079308604339012e-06,0.0004156418899913903,0.00020782094502722526
"Fiji, Republic of",0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Finland,0.432551,0.499606,-0.0006362984477379201,-0.0003181492238655514,0.0028693870834841997,0.001434693541758144,-0.0001642679052057853,-8.21339526027814e-05,0.002813975960836433,0.0014069879804410644
France,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
French Guiana,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
French Polynesia,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
French Southern Terr,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabon,0.421625,0.479737,0.03949930325475687,0.019749651627377813,-3.0240667681609104,-1.512033384080438,0.034179726526833536,0.01708986326341589,-5.194664132607548,-2.597332066303778
Gambia,0.432593,0.499616,0.00102964795882704,0.0005148239794114383,-0.0041374367585648,-0.0020687183793092583,0.00024979089310849244,0.00012489544655473587,-0.004131665848533119,-0.0020658329243046763
Georgia,0.583081,0.778184,-0.7667495288703113,-0.3833747644351519,43.883123837603456,21.941561918801728,-0.5462279468256507,-0.2731139734128244,74.28312887169261,37.1415644358463
Germany,0.432566,0.49961,1.130768746467735e-05,5.653843733259564e-06,-5.193234996702782e-05,-2.5966174992548106e-05,2.944439612600911e-06,1.4722198064542063e-06,-5.190594514718689e-05,-2.5952972592157962e-05
Ghana,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gibraltar,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greece,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greenland,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grenada,0.432566,0.49961,-8.803127868340404e-08,-4.4015639982043014e-08,3.9434932643946015e-07,1.971746659788724e-07,-2.2618628464598236e-08,-1.1309314050585524e-08,3.9456238468891003e-07,1.9728121367909893e-07
Guadeloupe,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guam,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guatemala,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guinea,0.460795,0.473148,-0.051801384659708835,-0.025900692329851496,7.290240743867839,3.6451203719339227,-0.3750131129571767,-0.18750655647858788,2.2535538939623363,1.12677694698117
Guinea-Bissau,0.43286,0.499197,-0.00023162668223244978,-0.00011581334111456946,0.0726911060751449,0.0363455530375592,-0.004340877385575809,-0.0021704386927877003,0.0021597094086078933,0.0010798547042733045
Guyana,0.432563,0.499609,-0.0001195346123995429,-5.9767306204338075e-05,0.0005319008509889103,0.00026595042548346664,-3.062890894057079e-05,-1.5314454470699724e-05,0.0005252521198165856,0.0002626260598884516
Haiti,0.440812,0.514594,-0.031332615043276155,-0.015666307521635243,2.294974426211396,1.147487213105712,-0.026419074988982483,-0.01320953749448946,3.9309885108400304,1.9654942554200876
Honduras,0.432565,0.49961,-1.6763951361729818e-05,-8.381975677909574e-06,-1.0186518753250309e-05,-5.0932593870503e-06,-1.7042974942472957e-06,-8.521487457385083e-07,-9.414647388798179e-06,-4.707323682544509e-06
Hungary,0.43257,0.499611,0.00017688087024290888,8.844043512165363e-05,-0.0008035004268531059,-0.00040175021340623,4.586147836488924e-05,2.2930739182183625e-05,-0.0007833677526049129,-0.0003916838762737784
Iceland,0.432566,0.49961,-3.6876121647155804e-08,-1.843806089832808e-08,1.7094809264696423e-07,8.547404427333723e-08,-9.650244906211474e-09,-4.8251224937875216e-09,1.7090784613691616e-07,8.54539175961884e-08
India,0.429196,0.494312,0.031057406014274973,0.015528703007140177,-1.1244466861792939,-0.5622233430896628,0.02279439448756576,0.011397197243783597,-1.683167499187227,-0.8415837495936269
Indonesia,0.445538,0.501622,0.4487454521341554,0.2243727260670755,-1.478132882369985,-0.7390664411849946,0.09662859251043603,0.04831429625521714,-1.6566699904465634,-0.8283349952233032
Iran (Islamic Rep. of),0.488059,0.610982,-0.07955153709397493,-0.03977576854698827,14.103545714882792,7.051772857441412,-0.0699527647535277,-0.03497638237676397,26.46119444979336,13.230597224896702
Iraq,0.43256,0.499609,-0.00032443700059411505,-0.00016221850029841318,0.001756879275815411,0.00087843963788332,-9.247665786998429e-05,-4.62383289345902e-05,0.001756128520581083,0.0008780642602678305
Ireland,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isle of Man,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Israel,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamaica,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,0.432559,0.499607,-0.00035820427514436025,-0.00017910213757185,0.0019588496022563003,0.0009794248011342002,-0.00010482958658264865,-5.241479329223743e-05,0.001706701005456666,0.0008533505027083733
Jordan,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kazakhstan,0.432566,0.49961,2.0394957604325791e-07,1.0197478856190201e-07,-9.382865383941618e-07,-4.691432625361041e-07,5.315572730070968e-08,2.6577863056960938e-08,-9.378715861558099e-07,-4.6893578920716715e-07
Kenya,0.432566,0.49961,-1.2607137363932572e-05,-6.3035686815232236e-06,5.6792145820242946e-05,2.8396072889234596e-05,-3.2496059880771176e-06,-1.6248029934727484e-06,5.664665494190112e-05,2.8323327443485578e-05
Kiribati,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Korea, Dem. People's Rep",0.432566,0.49961,7.418286930095572e-06,3.7091434666065735e-06,-3.4195013631466866e-05,-1.7097506826351215e-05,1.940190759882294e-06,9.700953802821984e-07,-3.299918444507035e-05,-1.6499592238503877e-05
"Korea, Republic of",0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kuwait,0.432566,0.49961,-9.465949552008531e-07,-4.732974776126204e-07,5.156495314924369e-06,2.5782476530930886e-06,-2.7099387757216546e-07,-1.3549693904749364e-07,5.156785747617338e-06,2.578392870880655e-06
Kyrgyzstan,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lao People's Dem. Rep.,0.473681,0.58272,-0.05003105885695395,-0.025015529428477904,10.358363197906048,5.179181598953044,-0.045079038473565064,-0.022539519236783448,19.59097324669791,9.795486623348966
Latvia,0.432564,0.499609,-7.315041603801943e-05,-3.6575208016573924e-05,0.0002559578472747521,0.00012797892363497886,-1.6607970079124155e-05,-8.303985039303053e-06,0.00026036494572912963,0.0001301824728640198
Lebanon,0.524225,0.529139,2.376049055868987,1.188024527934492,-2.3245867717836655,-1.1622933858918272,0.47379097672894394,0.2368954883644715,-3.7209559578355385,-1.8604779789177568
Lesotho,0.50588,0.627489,-0.46996903560364695,-0.2349845178018193,22.360932996434464,11.18046649821722,-0.345543350086428,-0.17277167504321386,36.16706819545723,18.083534097728588
Liberia,0.432566,0.49961,-2.8372197584233572e-06,-1.4186098821220555e-06,1.5628395615538904e-05,7.8141978278341e-06,-8.174811334000449e-07,-4.087405671304561e-07,1.5629846257829334e-05,7.814923159620845e-06
Libyan Arab Jamahiriya,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liechtenstein,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lithuania,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luxembourg,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAF,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Macedonia, Fmr Yug Rp of",0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madagascar,0.425528,0.485521,0.009094241635832015,0.004547120817913158,-1.7786982538039475,-0.8893491269019685,0.008608830179097549,0.004304415089547899,-3.342203901651233,-1.671101950825623
Malawi,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malaysia,0.432849,0.499717,0.014483958426484572,0.007241979213242504,-0.0802071250735392,-0.0401035625367661,0.004277914735065076,0.0021389573675322502,-0.0693188491094269,-0.03465942455469451
Maldives,0.432563,0.499609,-0.00014362946263074804,-7.181473131487949e-05,0.00067460322940031,0.0003373016146902888,-3.7993138721336495e-05,-1.8996569360540132e-05,0.0006432434708635867,0.00032162173541698584
Mali,0.461179,0.472342,-0.00024167359105441226,-0.00012083679552743435,6.855368950001317,3.427684475000686,-0.36155623437219525,-0.1807781171860976,1.7795569688018666,0.8897784844009786
Malta,0.432566,0.49961,8.717913539750349e-13,4.362949092554388e-13,-4.4117570537633015e-12,-2.212862669245212e-12,2.393612869594983e-13,1.1994067594748392e-13,-4.4117570537633015e-12,-2.212862669245212e-12
Marshall Islands,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martinique,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mauritania,0.432689,0.499779,-0.0027825601826199572,-0.0013912800913098702,0.057760431181155106,0.0288802155906139,-0.0016768824255427976,-0.0008384412127722845,0.07454765738750749,0.037273828693781194
Mauritius,0.434394,0.502149,-0.0781896799108409,-0.03909483995541788,1.2367094032794046,0.6183547016396743,-0.04155316186323429,-0.02077658093161549,1.4747130544350076,0.7373565272174895
Mayotte,0.444444,0.516236,-0.41009441375565797,-0.20504720687783223,7.034907916638909,3.5174539583194155,-0.22526172069198216,-0.1126308603459918,8.63503354362635,4.317516771813097
Mexico,0.432566,0.49961,-7.18349731238245e-07,-3.591748657515345e-07,3.244277360275591e-06,1.6221386884043499e-06,-1.8540684209526463e-07,-9.270342109430573e-08,3.2377208983516903e-06,1.6188604645498921e-06
"Micronesia, Fed.States of",0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Moldova, Republic of",0.43265,0.49963,0.003573734384328712,0.001786867192163321,-0.016408572086627802,-0.008204286043304,0.0009324904954010669,0.0004662452477002036,-0.015875692436807143,-0.00793784621838175
Monaco,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mongolia,0.718764,0.571608,-0.005530700336248776,-0.0027653501681219046,68.60202100677276,34.301010503386394,-2.2095442918357238,-1.104772145917863,64.30515550628017,32.15257775314009
Montenegro,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montserrat,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morocco,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mozambique,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Myanmar,0.428617,0.493862,0.05737997015753284,0.02868998507876715,-1.5320466917825564,-0.7660233458912924,0.03824031606018075,0.019120158030090928,-2.1208320548463986,-1.060416027423208
Namibia,0.430889,0.497209,0.0277878950482494,0.013893947524124987,-0.6855020681010955,-0.34275103405053364,0.017961172755418232,0.008980586377708516,-0.9291216684431362,-0.46456083422155914
Nauru,0.432583,0.499614,0.0007104941892326403,0.0003552470946169601,-0.0032975079518982003,-0.0016487539759624,0.0001865872649125607,9.329363245658045e-05,-0.0031679821106848955,-0.0015839910553499424
Nepal,0.484222,0.603699,-0.06833872942508992,-0.03416936471254478,13.070080477176198,6.535040238588092,-0.0606146778066152,-0.030307338903307522,24.626989428606528,12.313494714303232
Netherlands,0.432483,0.499589,-0.0035769890003259108,-0.0017884945001635103,0.0166542159547841,0.008327107977424399,-0.0009411726522786872,-0.00047058632614001316,0.015968711532126596,0.007984355766102291
Netherlands Antilles,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Caledonia,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Zealand,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicaragua,0.43574,0.505281,-0.013471831590786321,-0.006735915795392904,0.8977277568740292,0.4488638784370476,-0.01124669098140617,-0.005623345490702968,1.5149670439405727,0.7574835219703465
Niger,0.434532,0.504395,0.26310095355710583,0.13155047677855577,-2.217461266688301,-1.1087306333441393,0.11265526518997711,0.056327632594988894,-1.3852595186786298,-0.6926297593393074
Nigeria,0.485365,0.605808,-0.07238941861559335,-0.03619470930779692,13.38520144527398,6.692600722636982,-0.06400101837801052,-0.03200050918900469,25.172824842767998,12.586412421383997
Niue,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norfolk Island,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern Mariana Is.,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway,0.432555,0.49961,-0.0010748689815387698,-0.0005374344907711093,0.0083136010168502,0.0041568005084183035,-0.0003801540575011892,-0.0001900770287511871,0.008454417326414805,0.004227208663184032
Oman,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Palau,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Palestine, Occupied Tr.",0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Panama,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papua New Guinea,0.431719,0.498473,0.03273480378285575,0.01636740189142719,-0.5373166895381541,-0.2686583447690738,0.01783581817004314,0.008917909085021564,-0.6435568528951702,-0.32177842644756244
Paraguay,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peru,0.432524,0.499605,-0.0027472279070527798,-0.0013736139535315461,0.0180702814948023,0.00903514074739497,-0.0008796958225667598,-0.0004398479112841208,0.018144869604333157,0.009072434802147788
Philippines,0.416259,0.477798,0.4130976964684279,0.2065488482342148,-8.126504473302264,-4.063252236651123,0.24584767735519547,0.12292383867759774,-10.244909522596474,-5.122454761298237
Pitcairn Islands,0.432566,0.49961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poland,0.432567,0.49961,6.9966344253665e-05,3.4983172126479906e-05,-0.0004650550941326657,-0.0002325275470485514,2.2547233374819523e-05,1.127361668740665e-05,-0.0004672192042164735,-0.00023360960208239538
Portugal,0.432567,0.49961,4.397803618436414e-05,2.1989018092435565e-05,-0.00019858651314620622,-9.929325657108564e-05,1.1362497770106528e-05,5.681248884367421e-06,-0.00019452476314636585,-9.726238158830409e-05
Puerto Rico,0.433401,0.499935,0.04315882643892737,0.02157941321946274,-0.24113337675925609,-0.12056668837963688,0.012833542168087134,0.006416771084044327,-0.20701487399983817,-0.10350743699991179
Qatar,0.432566,0.49961,-1.2691802877284617e-07,-6.345901251359776e-08,6.902640637252755e-07,3.451320358611587e-07,-3.6300807818420535e-08,-1.8150403153779162e-08,6.903000050879504e-07,3.4515000330116627e-07
Romania,0.432594,0.499576,0.00898852682180634,0.004494263410901028,-0.085081378578346,-0.0425406892891931,0.0035918900387246306,0.0017959450193618868,-0.0858055233443378,-0.0429027616722054
Russian Federation,0.469845,0.575907,-0.034512365938090914,-0.017256182969047483,9.281172744383456,4.640586372191722,-0.031627516427743585,-0.01581375821387189,17.772256480086334,8.886128240043162
